"Day","Items","Note","Amount"
"83","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"83","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"83","Salary Expense","Cash Payment - Salary Expense","(23986)"
"83","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13226","(200)"
"83","Sales E Commerce","Revenue - E-Commerce Sales","12338"
"83","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7232"
"83","Retail","Revenue - Retail Sales Los Angeles - Body Wash","8160"
"83","Retail","Revenue - Retail Sales Los Angeles - Shampoo","10496"
"83","Retail","Revenue - Retail Sales New York - Mouthwash","8192"
"83","Retail","Revenue - Retail Sales New York - Body Wash","14223"
"83","Retail","Revenue - Retail Sales New York - Shampoo","10208"
"83","Retail","Revenue - Retail Sales Chicago - Mouthwash","3910"
"83","Retail","Revenue - Retail Sales Chicago - Body Wash","6386"
"83","Retail","Revenue - Retail Sales Chicago - Shampoo","5580"
"83","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","990"
"83","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1376"
"83","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1426"
"83","Retail","Revenue - Retail Sales Miami - Mouthwash","448"
"83","Retail","Revenue - Retail Sales Miami - Body Wash","512"
"83","Retail","Revenue - Retail Sales Miami - Shampoo","527"
"83","Retail","Revenue - Retail Sales San Francisco - Mouthwash","960"
"83","Retail","Revenue - Retail Sales San Francisco - Body Wash","1560"
"83","Retail","Revenue - Retail Sales San Francisco - Shampoo","1519"
"83","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"83","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"83","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1610)"
"83","Rental Expense","Cash Payment - RentalNew York","(5360)"
"83","Rental Expense","Cash Payment - RentalChicago","(2960)"
"83","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(4148)"
"83","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"83","Rental Expense","Cash Payment - RentalMiami","(2240)"
"83","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12986","(1842240)"
"82","Wholesales (B2B)","Revenue - B2B SO ID: 12099","417450"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13207","(75000)"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13207","(85000)"
"82","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13207","(95000)"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"82","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"82","Salary Expense","Cash Payment - Salary Expense","(23986)"
"82","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12668","(400)"
"82","Sales E Commerce","Revenue - E-Commerce Sales","17884"
"82","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","48928"
"82","Retail","Revenue - Retail Sales Los Angeles - Body Wash","57568"
"82","Retail","Revenue - Retail Sales Los Angeles - Shampoo","69792"
"82","Retail","Revenue - Retail Sales New York - Mouthwash","57408"
"82","Retail","Revenue - Retail Sales New York - Body Wash","101178"
"82","Retail","Revenue - Retail Sales New York - Shampoo","70848"
"82","Retail","Revenue - Retail Sales Chicago - Mouthwash","26010"
"82","Retail","Revenue - Retail Sales Chicago - Body Wash","47430"
"82","Retail","Revenue - Retail Sales Chicago - Shampoo","43803"
"82","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6450"
"82","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","10560"
"82","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","8866"
"82","Retail","Revenue - Retail Sales Miami - Mouthwash","2912"
"82","Retail","Revenue - Retail Sales Miami - Body Wash","3360"
"82","Retail","Revenue - Retail Sales Miami - Shampoo","3534"
"82","Retail","Revenue - Retail Sales San Francisco - Mouthwash","7230"
"82","Retail","Revenue - Retail Sales San Francisco - Body Wash","11700"
"82","Retail","Revenue - Retail Sales San Francisco - Shampoo","10230"
"82","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"82","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"82","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1820)"
"82","Rental Expense","Cash Payment - RentalNew York","(5360)"
"82","Rental Expense","Cash Payment - RentalChicago","(2960)"
"82","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(4216)"
"82","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"82","Rental Expense","Cash Payment - RentalMiami","(2240)"
"82","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"81","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"81","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12862","(120000)"
"81","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12862","(137360)"
"81","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12862","(153520)"
"81","Wholesales (B2B)","Revenue - B2B SO ID: 12660","580500"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"81","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"81","Salary Expense","Cash Payment - Salary Expense","(23986)"
"81","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12759","(300)"
"81","Sales E Commerce","Revenue - E-Commerce Sales","16271"
"81","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12646","(500)"
"81","Sales E Commerce","Revenue - E-Commerce Sales","24804"
"81","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","51520"
"81","Retail","Revenue - Retail Sales Los Angeles - Body Wash","64864"
"81","Retail","Revenue - Retail Sales Los Angeles - Shampoo","72032"
"81","Retail","Revenue - Retail Sales New York - Mouthwash","53600"
"81","Retail","Revenue - Retail Sales New York - Body Wash","92466"
"81","Retail","Revenue - Retail Sales New York - Shampoo","79040"
"81","Retail","Revenue - Retail Sales Chicago - Mouthwash","25772"
"81","Retail","Revenue - Retail Sales Chicago - Body Wash","48484"
"81","Retail","Revenue - Retail Sales Chicago - Shampoo","44423"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6750"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","9216"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","9424"
"81","Retail","Revenue - Retail Sales Miami - Mouthwash","2912"
"81","Retail","Revenue - Retail Sales Miami - Body Wash","3136"
"81","Retail","Revenue - Retail Sales Miami - Shampoo","3689"
"81","Retail","Revenue - Retail Sales San Francisco - Mouthwash","6930"
"81","Retail","Revenue - Retail Sales San Francisco - Body Wash","10500"
"81","Retail","Revenue - Retail Sales San Francisco - Shampoo","9145"
"81","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"81","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"81","Rental Expense","Cash Payment - RentalNew York","(5360)"
"81","Rental Expense","Cash Payment - RentalChicago","(2960)"
"81","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(4624)"
"81","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"81","Rental Expense","Cash Payment - RentalMiami","(2240)"
"81","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12679","(1200000)"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 12679","(1824000)"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 12114","178840"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 12107","515250"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 12104","424710"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 12097","561180"
"80","Wholesales (B2B)","Revenue - B2B SO ID: 11737","350755"
"80","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - San Francisco - Body Wash","(1000)"
"80","Marketing Expense","Cash Payment - Marketing - San Francisco - Shampoo","(1000)"
"80","Salary Expense","Cash Payment - Salary Expense","(23618)"
"80","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","54304"
"80","Retail","Revenue - Retail Sales Los Angeles - Body Wash","58080"
"80","Retail","Revenue - Retail Sales Los Angeles - Shampoo","72192"
"80","Retail","Revenue - Retail Sales New York - Mouthwash","48768"
"80","Retail","Revenue - Retail Sales New York - Body Wash","90816"
"80","Retail","Revenue - Retail Sales New York - Shampoo","71712"
"80","Retail","Revenue - Retail Sales Chicago - Mouthwash","23528"
"80","Retail","Revenue - Retail Sales Chicago - Body Wash","48298"
"80","Retail","Revenue - Retail Sales Chicago - Shampoo","38905"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","6030"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","9792"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","8618"
"80","Retail","Revenue - Retail Sales Miami - Mouthwash","2752"
"80","Retail","Revenue - Retail Sales Miami - Body Wash","3648"
"80","Retail","Revenue - Retail Sales Miami - Shampoo","3627"
"80","Retail","Revenue - Retail Sales San Francisco - Mouthwash","7080"
"80","Retail","Revenue - Retail Sales San Francisco - Body Wash","11880"
"80","Retail","Revenue - Retail Sales San Francisco - Shampoo","10478"
"80","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(544)"
"80","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"80","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"80","Rental Expense","Cash Payment - RentalNew York","(5360)"
"80","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(440)"
"80","Rental Expense","Cash Payment - RentalChicago","(2960)"
"80","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(5100)"
"80","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"80","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","(62)"
"80","Rental Expense","Cash Payment - RentalMiami","(2240)"
"80","Rental Expense","Cash Payment - RentalSan Francisco","(4480)"
"79","Human Resource Expense","Attended Training","(15000)"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(1000)"
"79","Marketing Expense","Cash Payment - Marketing - San Francisco - Mouthwash","(1000)"
